2017-05-30T21:40:14+0000 [-] unauthorized login: 
2017-05-30T21:40:14+0000 [twisted.internet.defer#critical] Unhandled error in Deferred:
2017-05-30T21:40:14+0000 [twisted.internet.defer#critical] 
	Traceback (most recent call last):
	  File "/home/cowrie/cowrie/cowrie-env/local/lib/python2.7/site-packages/twisted/internet/base.py", line 1252, in mainLoop
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: rm /dev/.nippon
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] CMD: /bin/busybox ECCHI
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: /bin/busybox ECCHI
2017-05-30T22:03:35+0000 [SSHChannel None (113) on SSHService 'ssh-connection' on HoneyPotSSHTransport,21,91.195.103.220] direct-tcp forward to 95.213.11.139:443 with data "\x16\x03\x01\x01.\x01\x00\x01*\x03\x03\xcc\x89'\xfcz\xbc>\t(\xce\x86\x0f\xec\xb13*\xc2>X\x19x,K\xd3R\x7f\xabe\xc0o\xfd\xd4\x00\x00\xac\xc00\xc0,\xc0(\xc0$\xc0\x14\xc0\n\x00\xa5\x00\xa3\x00\xa1\x00\x9f\x00k\x00j\x00i\x00h\x009\x008\x007\x006\x00\x88\x00\x87\x00\x86\x00\x85\xc02\xc0.\xc0*\xc0&\xc0\x0f\xc0\x05\x00\x9d\x00=\x005\x00\x84\xc0/\xc0+\xc0'\xc0#\xc0\x13\xc0\t\x00\xa4\x00\xa2\x00\xa0\x00\x9e\x00g\x00@\x00?\x00>\x003\x002\x001\x000\x00\x9a\x00\x99\x00\x98\x00\x97\x00E\x00D\x00C\x00B\xc01\xc0-\xc0)\xc0%\xc0\x0e\xc0\x04\x00\x9c\x00<\x00/\x00\x96\x00A\x00\x07\xc0\x11\xc0\x07\xc0\x0c\xc0\x02\x00\x05\x00\x04\xc0\x12\xc0\x08\x00\x16\x00\x13\x00\x10\x00\r\xc0\r\xc0\x03\x00\n\x00\xff\x01\x00\x00U\x00\x0b\x00\x04\x03\x00\x01\x02\x00\n\x00\x1c\x00\x1a\x00\x17\x00\x19\x00\x1c\x00\x1b\x00\x18\x00\x1a\x00\x16\x00\x0e\x00\r\x00\x0b\x00\x0c\x00\t\x00\n\x00#\x00\x00\x00\r\x00 \x00\x1e\x06\x01\x06\x02\x06\x03\x05\x01\x05\x02\x05\x03\x04\x01\x04\x02\x04\x03\x03\x01\x03\x02\x03\x03\x02\x01\x02\x02\x02\x03\x00\x0f\x00\x01\x01"
2017-05-30T22:03:35+0000 [SSHChannel None (113) on SSHService 'ssh-connection' on HoneyPotSSHTransport,21,91.195.103.220] failed to connect: Connection refused
2017-05-30T22:03:35+0000 [SSHChannel None (113) on SSHService 'ssh-connection' on HoneyPotSSHTransport,21,91.195.103.220] sending close 113
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] CMD: rm /.t; rm /.sh; rm /.human
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: rm /.t
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: rm /.sh
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: rm /.human
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] CMD: rm /sys/.t; rm /sys/.sh; rm /sys/.human
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: rm /sys/.t
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: rm /sys/.sh
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: rm /sys/.human
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] CMD: rm /proc/.t; rm /proc/.sh; rm /proc/.human
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: rm /proc/.t
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: rm /proc/.sh
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: rm /proc/.human
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] CMD: rm /dev/.t; rm /dev/.sh; rm /dev/.human
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: rm /dev/.t
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: rm /dev/.sh
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: rm /dev/.human
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] CMD: rm /dev/pts/.t; rm /dev/pts/.sh; rm /dev/pts/.human
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: rm /dev/pts/.t
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: rm /dev/pts/.sh
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: rm /dev/pts/.human
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] CMD: rm /run/.t; rm /run/.sh; rm /run/.human
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: rm /run/.t
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: rm /run/.sh
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: rm /run/.human
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] CMD: rm /.t; rm /.sh; rm /.human
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: rm /.t
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: rm /.sh
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: rm /.human
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] CMD: rm /dev/shm/.t; rm /dev/shm/.sh; rm /dev/shm/.human
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: rm /dev/shm/.t
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: rm /dev/shm/.sh
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: rm /dev/shm/.human
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] CMD: rm /run/lock/.t; rm /run/lock/.sh; rm /run/lock/.human
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: rm /run/lock/.t
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: rm /run/lock/.sh
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: rm /run/lock/.human
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] CMD: rm /proc/sys/fs/binfmt_misc/.t; rm /proc/sys/fs/binfmt_misc/.sh; rm /proc/sys/fs/binfmt_misc/.human
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: rm /proc/sys/fs/binfmt_misc/.t
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: rm /proc/sys/fs/binfmt_misc/.sh
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: rm /proc/sys/fs/binfmt_misc/.human
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] CMD: rm /boot/.t; rm /boot/.sh; rm /boot/.human
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: rm /boot/.t
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: rm /boot/.sh
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: rm /boot/.human
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] CMD: rm /home/.t; rm /home/.sh; rm /home/.human
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: rm /home/.t
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: rm /home/.sh
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: rm /home/.human
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] CMD: rm /proc/sys/fs/binfmt_misc/.t; rm /proc/sys/fs/binfmt_misc/.sh; rm /proc/sys/fs/binfmt_misc/.human
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: rm /proc/sys/fs/binfmt_misc/.t
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: rm /proc/sys/fs/binfmt_misc/.sh
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: rm /proc/sys/fs/binfmt_misc/.human
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] CMD: rm /dev/.t; rm /dev/.sh; rm /dev/.human
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: rm /dev/.t
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: rm /dev/.sh
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: rm /dev/.human
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] CMD: cd /
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: cd /
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] CMD: /bin/busybox cp /bin/echo dvrHelper; >dvrHelper; /bin/busybox chmod 777 dvrHelper; /bin/busybox ECCHI
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: /bin/busybox cp /bin/echo dvrHelper
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: cp /bin/echo dvrHelper
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: > /dvrHelper
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: /bin/busybox chmod 777 /dvrHelper
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: chmod 777 /dvrHelper
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: /bin/busybox ECCHI
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] CMD: /bin/busybox cat /bin/echo
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: /bin/busybox cat /bin/echo
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: cat /bin/echo
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] CMD: /bin/busybox ECCHI
2017-05-30T22:03:35+0000 [CowrieTelnetTransport,592,163.172.191.95] Command found: /bin/busybox ECCHI
2017-05-30T22:03:36+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] got channel 'direct-tcpip' request
2017-05-30T22:03:36+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] direct-tcp connection request to 74.125.132.27:25 from localhost:5556
2017-05-30T22:03:37+0000 [CowrieTelnetTransport,595,163.172.191.95] login attempt: 29279
2017-05-30T22:03:37+0000 [CowrieTelnetTransport,595,163.172.191.95] login return, expect: [root/54321]
2017-05-30T22:03:38+0000 [CowrieTelnetTransport,595,163.172.191.95] login attempt [root/xc3511] failed
2017-05-30T22:03:38+0000 [CowrieTelnetTransport,595,163.172.191.95] Warning: state changed and new state returned
2017-05-30T22:03:39+0000 [CowrieTelnetTransport,594,163.172.191.95] login attempt: 29280
2017-05-30T22:03:39+0000 [CowrieTelnetTransport,594,163.172.191.95] login return, expect: [root/54321]
2017-05-30T22:03:41+0000 [CowrieTelnetTransport,594,163.172.191.95] login attempt [admin/meinsm] failed
2017-05-30T22:03:41+0000 [CowrieTelnetTransport,594,163.172.191.95] Warning: state changed and new state returned
2017-05-30T22:03:41+0000 [CowrieTelnetTransport,595,163.172.191.95] login attempt: 29281
2017-05-30T22:03:41+0000 [CowrieTelnetTransport,595,163.172.191.95] login return, expect: [root/54321]
2017-05-30T22:03:42+0000 [CowrieTelnetTransport,595,163.172.191.95] login attempt [enable/shell] failed
2017-05-30T22:03:42+0000 [CowrieTelnetTransport,595,163.172.191.95] Warning: state changed and new state returned
2017-05-30T22:03:43+0000 [CowrieTelnetTransport,595,163.172.191.95] login attempt: 29282
2017-05-30T22:03:43+0000 [CowrieTelnetTransport,595,163.172.191.95] login return, expect: [root/54321]
2017-05-30T22:03:44+0000 [CowrieTelnetTransport,595,163.172.191.95] login attempt [sh//bin/busybox ECCHI] failed
2017-05-30T22:03:44+0000 [CowrieTelnetTransport,595,163.172.191.95] Warning: state changed and new state returned
2017-05-30T22:03:44+0000 [CowrieTelnetTransport,594,163.172.191.95] login attempt: 29283
2017-05-30T22:03:44+0000 [CowrieTelnetTransport,594,163.172.191.95] login return, expect: [root/54321]
2017-05-30T22:03:46+0000 [CowrieTelnetTransport,594,163.172.191.95] login attempt [enable/shell] failed
2017-05-30T22:03:46+0000 [CowrieTelnetTransport,594,163.172.191.95] Warning: state changed and new state returned
2017-05-30T22:03:46+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] got channel 'direct-tcpip' request
2017-05-30T22:03:46+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] direct-tcp connection request to 108.177.97.26:25 from localhost:5556
2017-05-30T22:03:46+0000 [CowrieTelnetTransport,594,163.172.191.95] login attempt: 29284
2017-05-30T22:03:46+0000 [CowrieTelnetTransport,594,163.172.191.95] login return, expect: [root/54321]
2017-05-30T22:03:48+0000 [CowrieTelnetTransport,594,163.172.191.95] login attempt [sh//bin/busybox ECCHI] failed
2017-05-30T22:03:48+0000 [CowrieTelnetTransport,594,163.172.191.95] Warning: state changed and new state returned
2017-05-30T22:03:56+0000 [CowrieTelnetTransport,593,163.172.191.95] Connection lost after 63 seconds
2017-05-30T22:03:57+0000 [CowrieTelnetTransport,591,163.172.191.95] Connection lost after 64 seconds
2017-05-30T22:03:58+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] got channel 'direct-tcpip' request
2017-05-30T22:03:58+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] direct-tcp connection request to 74.125.132.27:25 from localhost:5556
2017-05-30T22:04:00+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] got channel 'direct-tcpip' request
2017-05-30T22:04:00+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] direct-tcp connection request to 173.194.222.26:25 from localhost:5556
2017-05-30T22:04:05+0000 [CowrieTelnetTransport,588,163.172.191.95] Connection lost after 72 seconds
2017-05-30T22:04:05+0000 [CowrieTelnetTransport,587,163.172.191.95] Connection lost after 72 seconds
2017-05-30T22:04:05+0000 [CowrieTelnetTransport,590,163.172.191.95] Connection lost after 72 seconds
2017-05-30T22:04:05+0000 [CowrieTelnetTransport,589,163.172.191.95] Connection lost after 72 seconds
2017-05-30T22:04:14+0000 [cowrie.telnet.transport.HoneyPotTelnetFactory] New connection: 163.172.191.95:48727 (10.8.41.81:2223) [session: TT596]
2017-05-30T22:04:15+0000 [CowrieTelnetTransport,595,163.172.191.95] Connection lost after 50 seconds
2017-05-30T22:04:15+0000 [cowrie.telnet.transport.HoneyPotTelnetFactory] New connection: 163.172.191.95:56918 (10.8.41.81:2223) [session: TT597]
2017-05-30T22:04:16+0000 [cowrie.telnet.transport.HoneyPotTelnetFactory] New connection: 163.172.191.95:35424 (10.8.41.81:2223) [session: TT598]
2017-05-30T22:04:19+0000 [CowrieTelnetTransport,596,163.172.191.95] login attempt: 29285
2017-05-30T22:04:19+0000 [CowrieTelnetTransport,596,163.172.191.95] login return, expect: [root/54321]
2017-05-30T22:04:20+0000 [CowrieTelnetTransport,596,163.172.191.95] login attempt [admin/] failed
2017-05-30T22:04:20+0000 [CowrieTelnetTransport,596,163.172.191.95] Warning: state changed and new state returned
2017-05-30T22:04:20+0000 [CowrieTelnetTransport,594,163.172.191.95] Connection lost after 55 seconds
2017-05-30T22:04:20+0000 [cowrie.telnet.transport.HoneyPotTelnetFactory] New connection: 163.172.191.95:57101 (10.8.41.81:2223) [session: TT599]
2017-05-30T22:04:21+0000 [CowrieTelnetTransport,597,163.172.191.95] login attempt: 29286
2017-05-30T22:04:21+0000 [CowrieTelnetTransport,597,163.172.191.95] login return, expect: [root/54321]
2017-05-30T22:04:22+0000 [CowrieTelnetTransport,597,163.172.191.95] login attempt [root/54321] succeeded
2017-05-30T22:04:24+0000 [CowrieTelnetTransport,597,163.172.191.95] Opening TTY Log: log/tty/20170530-220424-None-597i.log
2017-05-30T22:04:24+0000 [CowrieTelnetTransport,597,163.172.191.95] Warning: state changed and new state returned
2017-05-30T22:04:24+0000 [CowrieTelnetTransport,598,163.172.191.95] login attempt: 29287
2017-05-30T22:04:24+0000 [CowrieTelnetTransport,598,163.172.191.95] login return, expect: [root/54321]
2017-05-30T22:04:25+0000 [CowrieTelnetTransport,598,163.172.191.95] login attempt [admin/5up] failed
2017-05-30T22:04:25+0000 [CowrieTelnetTransport,598,163.172.191.95] Warning: state changed and new state returned
2017-05-30T22:04:26+0000 [CowrieTelnetTransport,596,163.172.191.95] login attempt: 29288
2017-05-30T22:04:26+0000 [CowrieTelnetTransport,596,163.172.191.95] login return, expect: [root/54321]
2017-05-30T22:04:28+0000 [CowrieTelnetTransport,596,163.172.191.95] login attempt [enable/shell] failed
2017-05-30T22:04:28+0000 [CowrieTelnetTransport,596,163.172.191.95] Warning: state changed and new state returned
2017-05-30T22:04:28+0000 [cowrie.telnet.transport.HoneyPotTelnetFactory] New connection: 163.172.191.95:34899 (10.8.41.81:2223) [session: TT600]
2017-05-30T22:04:28+0000 [CowrieTelnetTransport,597,163.172.191.95] CMD: enable
2017-05-30T22:04:28+0000 [CowrieTelnetTransport,597,163.172.191.95] Command found: enable 
2017-05-30T22:04:28+0000 [CowrieTelnetTransport,597,163.172.191.95] Reading txtcmd from "txtcmds/bin/enable"
2017-05-30T22:04:28+0000 [CowrieTelnetTransport,596,163.172.191.95] login attempt: 29289
2017-05-30T22:04:28+0000 [CowrieTelnetTransport,596,163.172.191.95] login return, expect: [root/54321]
2017-05-30T22:04:29+0000 [CowrieTelnetTransport,596,163.172.191.95] login attempt [sh//bin/busybox ECCHI] failed
2017-05-30T22:04:30+0000 [CowrieTelnetTransport,596,163.172.191.95] Warning: state changed and new state returned
2017-05-30T22:04:30+0000 [CowrieTelnetTransport,597,163.172.191.95] CMD: shell
2017-05-30T22:04:30+0000 [CowrieTelnetTransport,597,163.172.191.95] Command not found: shell
2017-05-30T22:04:30+0000 [CowrieTelnetTransport,597,163.172.191.95] CMD: sh
2017-05-30T22:04:30+0000 [CowrieTelnetTransport,597,163.172.191.95] Command found: sh 
2017-05-30T22:04:30+0000 [CowrieTelnetTransport,597,163.172.191.95] CMD: /bin/busybox ECCHI
2017-05-30T22:04:30+0000 [CowrieTelnetTransport,597,163.172.191.95] Command found: /bin/busybox ECCHI
2017-05-30T22:04:30+0000 [CowrieTelnetTransport,598,163.172.191.95] login attempt: 29290
2017-05-30T22:04:30+0000 [CowrieTelnetTransport,598,163.172.191.95] login return, expect: [root/54321]
2017-05-30T22:04:31+0000 [CowrieTelnetTransport,598,163.172.191.95] login attempt [enable/shell] failed
2017-05-30T22:04:31+0000 [CowrieTelnetTransport,598,163.172.191.95] Warning: state changed and new state returned
2017-05-30T22:04:32+0000 [CowrieTelnetTransport,598,163.172.191.95] login attempt: 29291
2017-05-30T22:04:32+0000 [CowrieTelnetTransport,598,163.172.191.95] login return, expect: [root/54321]
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,598,163.172.191.95] login attempt [sh//bin/busybox ECCHI] failed
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,598,163.172.191.95] Warning: state changed and new state returned
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,597,163.172.191.95] CMD: /bin/busybox ps; /bin/busybox ECCHI
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,597,163.172.191.95] Command found: /bin/busybox ps
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,597,163.172.191.95] Command found: ps
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,597,163.172.191.95] Command found: /bin/busybox ECCHI
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,597,163.172.191.95] CMD: /bin/busybox cat /proc/mounts; /bin/busybox ECCHI
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,597,163.172.191.95] Command found: /bin/busybox cat /proc/mounts
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,597,163.172.191.95] Command found: cat /proc/mounts
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,597,163.172.191.95] Command found: /bin/busybox ECCHI
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,597,163.172.191.95] CMD: /bin/busybox echo -e '\x6b\x61\x6d\x69' > /.nippon; /bin/busybox cat /.nippon; /bin/busybox rm /.nippon
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,597,163.172.191.95] Command found: /bin/busybox echo -e '\x6b\x61\x6d\x69' > /.nippon
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,597,163.172.191.95] Command found: echo -e '\x6b\x61\x6d\x69'
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,597,163.172.191.95] Command found: /bin/busybox cat /.nippon
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,597,163.172.191.95] Command found: cat /.nippon
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,597,163.172.191.95] Command found: /bin/busybox rm /.nippon
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,597,163.172.191.95] Command found: rm /.nippon
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,597,163.172.191.95] CMD: /bin/busybox echo -e '\x6b\x61\x6d\x69/sys' > /sys/.nippon; /bin/busybox cat /sys/.nippon; /bin/busybox rm /sys/.nippon
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,597,163.172.191.95] Command found: /bin/busybox echo -e '\x6b\x61\x6d\x69/sys' > /sys/.nippon
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,597,163.172.191.95] Command found: echo -e '\x6b\x61\x6d\x69/sys'
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,597,163.172.191.95] Command found: /bin/busybox cat /sys/.nippon
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,597,163.172.191.95] Command found: cat /sys/.nippon
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,597,163.172.191.95] Command found: /bin/busybox rm /sys/.nippon
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,597,163.172.191.95] Command found: rm /sys/.nippon
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,597,163.172.191.95] CMD: /bin/busybox echo -e '\x6b\x61\x6d\x69/proc' > /proc/.nippon; /bin/busybox cat /proc/.nippon; /bin/busybox rm /proc/.nippon
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,597,163.172.191.95] Command found: /bin/busybox echo -e '\x6b\x61\x6d\x69/proc' > /proc/.nippon
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,597,163.172.191.95] Command found: echo -e '\x6b\x61\x6d\x69/proc'
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,597,163.172.191.95] Command found: /bin/busybox cat /proc/.nippon
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,597,163.172.191.95] Command found: cat /proc/.nippon
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,597,163.172.191.95] Command found: /bin/busybox rm /proc/.nippon
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,597,163.172.191.95] Command found: rm /proc/.nippon
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,597,163.172.191.95] CMD: /bin/busybox echo -e '\x6b\x61\x6d\x69/dev' > /dev/.nippon; /bin/busybox cat /dev/.nippon; /bin/busybox rm /dev/.nippon
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,597,163.172.191.95] Command found: /bin/busybox echo -e '\x6b\x61\x6d\x69/dev' > /dev/.nippon
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,597,163.172.191.95] Command found: echo -e '\x6b\x61\x6d\x69/dev'
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,597,163.172.191.95] Command found: /bin/busybox cat /dev/.nippon
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,597,163.172.191.95] Command found: cat /dev/.nippon
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,597,163.172.191.95] Command found: /bin/busybox rm /dev/.nippon
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,597,163.172.191.95] Command found: rm /dev/.nippon
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,597,163.172.191.95] CMD: /bin/busybox echo -e '\x6b\x61\x6d\x69/dev/pts' > /dev/pts/.nippon; /bin/busybox cat /dev/pts/.nippon; /bin/busybox rm /dev/pts/.nippon
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,597,163.172.191.95] Command found: /bin/busybox echo -e '\x6b\x61\x6d\x69/dev/pts' > /dev/pts/.nippon
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,597,163.172.191.95] Command found: echo -e '\x6b\x61\x6d\x69/dev/pts'
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,597,163.172.191.95] Command found: /bin/busybox cat /dev/pts/.nippon
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,597,163.172.191.95] Command found: cat /dev/pts/.nippon
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,597,163.172.191.95] Command found: /bin/busybox rm /dev/pts/.nippon
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,597,163.172.191.95] Command found: rm /dev/pts/.nippon
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,597,163.172.191.95] CMD: /bin/busybox echo -e '\x6b\x61\x6d\x69/run' > /run/.nippon; /bin/busybox cat /run/.nippon; /bin/busybox rm /run/.nippon
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,597,163.172.191.95] Command found: /bin/busybox echo -e '\x6b\x61\x6d\x69/run' > /run/.nippon
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,597,163.172.191.95] Command found: echo -e '\x6b\x61\x6d\x69/run'
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,597,163.172.191.95] Command found: /bin/busybox cat /run/.nippon
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,597,163.172.191.95] Command found: cat /run/.nippon
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,597,163.172.191.95] Command found: /bin/busybox rm /run/.nippon
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,597,163.172.191.95] Command found: rm /run/.nippon
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,597,163.172.191.95] CMD: /bin/busybox echo -e '\x6b\x61\x6d\x69' > /.nippon; /bin/busybox cat /.nippon; /bin/busybox rm /.nippon
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,597,163.172.191.95] Command found: /bin/busybox echo -e '\x6b\x61\x6d\x69' > /.nippon
2017-05-30T22:04:33+0000 [CowrieTelnetTransport,597,163.172.191.95] Command found: echo -e '\x6b\x61\x6d\x69'
